id,category,legalName,RoadNameAddress,AdministrativeNeighborhood,LegalStatusNeighborhood,telephone
10363,한식,마님맛집,전북 군산시 옥서면 옥구저수지로 228,옥서면,옥서면,063-471-4992
10361,한식,서해순대국밥,전북 군산시 옥서면 옥구저수지로 225,옥서면,옥서면,063-461-0799
10355,치킨,네네치킨 옥서점,전북 군산시 옥서면 옥구저수지로 217,옥서면,옥서면,063-463-4492
10352,중식,중국집,전북 군산시 옥서면 옥구저수지로 214,옥서면,옥서면,
10348,카페,주커피로스터스,전북 군산시 옥서면 옥구저수지로 212,옥서면,옥서면,
10346,카페,호숫가찻집,전북 군산시 옥서면 옥구저수지로 162,옥서면,옥서면,063-466-4990
10345,한식,산수촌,전북 군산시 옥서면 옥구저수지로 156,옥서면,옥서면,
10342,한식,군산부대찌개,전북 군산시 옥서면 신장원길 19,옥서면,옥서면,
10336,한식,153부대찌개,전북 군산시 옥서면 신장원길 32,옥서면,옥서면,063-463-0067
10332,식품,만나,전북 군산시 옥서면 선연리,옥서면,옥서면,063-471-2025
10327,한식,거리식당,전북 군산시 옥서면 선연길 154,옥서면,옥서면,063-471-6076
10326,중식,제일원,전북 군산시 옥서면 삼거리길 4,옥서면,옥서면,
10307,음식점,홍대족발,전북 군산시 옥산면 월명로 93,옥산면,옥산면,
10306,카페,더리터 지곡점,전북 군산시 옥산면 월명로 93,옥산면,옥산면,
10301,간식,베스킨라빈스 군산지곡점,전북 군산시 옥산면 월명로 83,옥산면,옥산면,063-465-1100
10296,카페,한낱,전북 군산시 옥산면 월명로 83,옥산면,옥산면,
10294,술집,통구비어지곡점,전북 군산시 옥산면 월명로 83,옥산면,옥산면,
10283,카페,산뜰,전북 군산시 옥산면 월명로 46,옥산면,옥산면,
10278,간식,하루오븐,전북 군산시 옥산면 월명로,옥산면,옥산면,063-461-0400
10273,한식,수산시장횟집,전북 군산시 옥산면 용호길 26,옥산면,옥산면,
10268,카페,에이비씨커피(하나로),전북 군산시 옥산면 옥산로 248,옥산면,옥산면,063-465-7485
10262,카페,"카페,옥산리",전북 군산시 옥산면 옥산로 232,옥산면,옥산면,
10261,뷔페,행복한할머니밥상,전북 군산시 옥산면 옥산로 229,옥산면,옥산면,
10260,분식,쉼터분식,전북 군산시 옥산면 옥산로 228,옥산면,옥산면,
10257,한식,다인소반,전북 군산시 옥산면 옥산로 228,옥산면,옥산면,
10256,카페,다아페,전북 군산시 옥산면 옥산로 225,옥산면,옥산면,063-468-0691
10253,한식,향촌국수,전북 군산시 옥산면 옥산로 223,옥산면,옥산면,063-461-8111
10252,중식,미향,전북 군산시 옥산면 옥산로 167,옥산면,옥산면,063-464-8933
10251,한식,돌머리집,전북 군산시 옥산면 옥산로 167,옥산면,옥산면,
10247,한식,장어명가청산,전북 군산시 옥산면 옥산로 141,옥산면,옥산면,
10246,카페,까페라온,전북 군산시 옥산면 옥산로,옥산면,옥산면,
10244,카페,샘골바람,전북 군산시 옥산면 여로2길 28,옥산면,옥산면,063-465-3989
10242,한식,청암산장어구이,전북 군산시 옥산면 여로1길 49,옥산면,옥산면,
10234,한식,청암막국수,전북 군산시 옥산면 산성로 229,옥산면,옥산면,
10233,한식,옥경이국밥,전북 군산시 옥산면 산성로 225-1,옥산면,옥산면,
10231,분식,둥지분식,전북 군산시 옥산면 산성로 203,옥산면,옥산면,
10230,한식,청암골맛집,전북 군산시 옥산면 산성로 199,옥산면,옥산면,
10229,한식,호박터,전북 군산시 옥산면 산성로 166,옥산면,옥산면,063-466-2999
10223,한식,최종희부뚜막,전북 군산시 옥산면 백석로 58-2,옥산면,옥산면,
10213,한식,원조머슴집,전북 군산시 옥산면 돌머리길 10-16,옥산면,옥산면,
10212,양식,올리베또,전북 군산시 옥산면 돌머리길 10-16,옥산면,옥산면,
10209,한식,고향가든,전북 군산시 옥산면 대위로 84,옥산면,옥산면,
10208,한식,돼지촌,전북 군산시 옥산면 대위로 8,옥산면,옥산면,063-468-7400
10206,한식,청향,전북 군산시 옥산면 대위로 70,옥산면,옥산면,
10202,한식,가든바베큐,전북 군산시 옥산면 대위로 128,옥산면,옥산면,063-464-5282
10186,한식,왕십리족보전,전북 군산시 옥산면 당북길 33,옥산면,옥산면,063-461-2679
10183,양식,오스트로한,전북 군산시 옥산면 남내안길 14-1,옥산면,옥산면,063-465-6870
10181,한식,호남메밀막국수,전북 군산시 옥산면 남내리,옥산면,옥산면,063-464-2324
10179,술집,어울림,전북 군산시 옥산면 계산로 97,옥산면,옥산면,063-468-8384
10173,간식,파리바게트군산예가점,전북 군산시 옥산면 계산로 93,옥산면,옥산면,063-468-8245
10172,한식,대가감자탕지곡점,전북 군산시 옥산면 계산로,옥산면,옥산면,063-463-6923
10169,한식,안정민박식당,전북 군산시 옥도면 선유북길 81,옥도면,옥도면,
10167,한식,박효신닭꼬치&호두과자,전북 군산시 옥도면 장자도리,옥도면,옥도면,
10166,카페,카페인대장,전북 군산시 옥도면 장자도2길 59,옥도면,옥도면,
10161,일식,다타코,전북 군산시 옥도면 장자도1길 46,옥도면,옥도면,
10149,한식,석수수산,전북 군산시 옥도면 야미도4길 80,옥도면,옥도면,063-462-6510
10146,카페,커피내리는집,전북 군산시 옥도면 야미도4길 44,옥도면,옥도면,063-466-3812
10145,한식,야미도실비횟집,전북 군산시 옥도면 야미도4길,옥도면,옥도면,063-465-0670
10141,한식,쌍둥이회집,전북 군산시 옥도면 야미도3길 33,옥도면,옥도면,063-461-0018
10134,한식,한라민박식당,전북 군산시 옥도면 신시도3길 34,옥도면,옥도면,
10133,한식,산아래식당,전북 군산시 옥도면 신시도3길 1,옥도면,옥도면,
10129,한식,풀하우스식당,전북 군산시 옥도면 선유북길 97,옥도면,옥도면,
10128,한식,한세월식당,전북 군산시 옥도면 선유북길 95,옥도면,옥도면,
10127,한식,금강식당,전북 군산시 옥도면 선유북길 85,옥도면,옥도면,
10124,한식,남도밥상,전북 군산시 옥도면 선유북길 83,옥도면,옥도면,
10121,카페,엔젤리너스선유도점,전북 군산시 옥도면 선유북길 123,옥도면,옥도면,
10119,한식,가빈이네,전북 군산시 옥도면 선유북길 117,옥도면,옥도면,063-466-1092
10117,한식,군산진,전북 군산시 옥도면 선유북길,옥도면,옥도면,
10113,한식,고래섬 식당,전북 군산시 옥도면 선유도3길 50,옥도면,옥도면,
10111,한식,어부네포차,전북 군산시 옥도면 선유도3길 33-4,옥도면,옥도면,
10110,술집,고래포차,전북 군산시 옥도면 선유도3길 33-18,옥도면,옥도면,
10109,한식,등대횟집,전북 군산시 옥도면 선유도3길 33-1,옥도면,옥도면,063-466-0012
10107,한식,선유도어머니해루질회식당,전북 군산시 옥도면 선유도2길 71,옥도면,옥도면,063-462-7298
10102,한식,바다회집,전북 군산시 옥도면 선유도1길 222,옥도면,옥도면,
10098,카페,현대카페,전북 군산시 옥도면 선유남길 37-3,옥도면,옥도면,
10085,한식,맛있는 회식당,전북 군산시 옥도면 무녀도2길,옥도면,옥도면,063-471-6628
10083,한식,제일식당,전북 군산시 옥도면 개야도길 23-1,옥도면,옥도면,063-466-4758
10080,카페,공휴일,전북 군산시 옥도면 신시도3길 28,옥도면,옥도면,
10079,카페,선,전북 군산시 옥구읍 할미로 163,옥구읍,옥구읍,
10077,한식,상평황토불한증막식당,전북 군산시 옥구읍 한멀길 2,옥구읍,옥구읍,063-464-9998
10065,카페,옥구농협행복카페,전북 군산시 옥구읍 옥구로 37,옥구읍,옥구읍,063-460-0420
10060,한식,예닮가,전북 군산시 옥구읍 옥구로 24,옥구읍,옥구읍,
10059,술집,선제통닭,전북 군산시 옥구읍 옥구로 20,옥구읍,옥구읍,063-464-3222
10057,한식,옥구소머리국밥,전북 군산시 옥구읍 옥구로 20,옥구읍,옥구읍,
10056,카페,하버브릿지커피숍,전북 군산시 옥구읍 옥구로 2,옥구읍,옥구읍,
10054,한식,인삼가든,전북 군산시 옥구읍 옥구로 196,옥구읍,옥구읍,063-471-8655
10049,카페,하양,전북 군산시 옥구읍 옥구남로 11,옥구읍,옥구읍,
10046,카페,들꽃향기,전북 군산시 옥구읍 오곡길 121,옥구읍,옥구읍,
10045,한식,서동족발,전북 군산시 옥구읍 예기길 4,옥구읍,옥구읍,063-465-3621
10042,한식,빛고을,전북 군산시 옥구읍 남군산로 1530,옥구읍,옥구읍,063-471-1178
10040,한식,신울타리,전북 군산시 옥구읍 어은남3길 1,옥구읍,옥구읍,063-471-3479
10038,카페,(유)공감선유,전북 군산시 옥구읍 수왕새터길 55,옥구읍,옥구읍,063-468-5500
10034,중식,용궁반점,전북 군산시 옥구읍 옥구남로 5-1,옥구읍,옥구읍,063-464-9797
10024,한식,황태후,전북 군산시 옥구읍 동마산길 5-2,옥구읍,옥구읍,063-463-6677
10023,한식,백엄마팥칼국수,전북 군산시 옥구읍 대학로 786,옥구읍,옥구읍,063-471-6006
10020,한식,어은동장어집,전북 군산시 옥구읍 남군산로 1539,옥구읍,옥구읍,
10013,한식,자매식당,전북 군산시 옥구읍 광월길 39,옥구읍,옥구읍,
10012,한식,상평까페,전북 군산시 옥구읍 광월길 33-15,옥구읍,옥구읍,063-464-9777
10009,한식,테마민박가든,전북 군산시 옥구읍 옥구남로 66,옥구읍,옥구읍,063-465-7262
10008,중식,황금박대반점,전북 군산시 옥구읍 옥구남로 3,옥구읍,옥구읍,063-464-8570
10005,카페,에이비씨커피,전북 군산시 자유로 482,소룡동,오식도동,063-467-8300
10002,중식,홍원반점,전북 군산시 요죽안2길 45,소룡동,오식도동,063-468-3901
9999,분식,성연분식,전북 군산시 요죽안2길 33-16,소룡동,오식도동,063-466-8050
9998,카페,이가빈,전북 군산시 요죽안2길 28,소룡동,오식도동,
9997,술집,다사랑치킨피자 오식도점,전북 군산시 요죽안2길 28,소룡동,오식도동,
9996,한식,화서리,전북 군산시 요죽안2길 25,소룡동,오식도동,
9995,한식,까망도야지,전북 군산시 요죽안2길 24,소룡동,오식도동,063-467-8405
9993,중식,백년짬뽕,전북 군산시 요죽안2길 14,소룡동,오식도동,063-471-0988
9989,한식,정성식당,전북 군산시 요죽길 41,소룡동,오식도동,
9988,한식,우리순대,전북 군산시 요죽길 40,소룡동,오식도동,
9987,한식,착한백반,전북 군산시 요죽길 37,소룡동,오식도동,063-465-4652
9986,한식,참마루,전북 군산시 요죽길 36,소룡동,오식도동,063-467-2345
9984,카페,카페인앤아웃,전북 군산시 요죽길 31,소룡동,오식도동,063-466-7504
9983,한식,족발먹자,전북 군산시 요죽길 28,소룡동,오식도동,
9979,한식,참대박,전북 군산시 요죽4길 54,소룡동,오식도동,063-461-0822
9977,한식,철따라맛따라,전북 군산시 요죽4길 24,소룡동,오식도동,063-467-9489
9975,한식,왕뚜껑생삼겹살,전북 군산시 요죽3길 36,소룡동,오식도동,063-446-3305
9974,한식,오식도군산맛집,전북 군산시 요죽3길 25,소룡동,오식도동,
9973,양식,지니네,전북 군산시 요죽3길 16,소룡동,오식도동,063-468-7782
9972,한식,다다횟집,전북 군산시 요죽3길 15,소룡동,오식도동,
9971,카페,요거프레소 오식도점,전북 군산시 요죽3길 13,소룡동,오식도동,063-464-6056
9970,한식,돌배기집 새만금점,전북 군산시 요죽3길 11,소룡동,오식도동,063-468-9200
9967,한식,준봉이네 수제왕족발&생고기,전북 군산시 요죽2길 12-1,소룡동,오식도동,063-467-7646
9964,카페,커피콩볶는 샌드위치(콩샌),전북 군산시 요죽안2길 27,소룡동,오식도동,
9963,한식,현대옥(오식도점),전북 군산시 요죽3길 25,소룡동,오식도동,063-468-9996
9962,한식,도싯골,전북 군산시 가도로 201,소룡동,오식도동,
9961,한식,최가네,전북 군산시 산단남북로 218,소룡동,오식도동,
9960,중식,현대반점,전북 군산시 산단남북로 224,소룡동,오식도동,
9959,한식,새맛뜰,전북 군산시 새만금산단1로 47,소룡동,오식도동,063-471-8532
9955,음식점,고참밀가,전북 군산시 새만금북로 362,소룡동,오식도동,063-465-2400
9953,한식,문서방네 국밥,전북 군산시 새만금북로 297,소룡동,오식도동,063-464-5992
9950,한식,아리울생선탕,전북 군산시 새만금북로 285,소룡동,오식도동,
9949,한식,새만금숯불갈비전문점,전북 군산시 새만금북로 281,소룡동,오식도동,063-461-0501
9945,중식,이비가짬뽕오식도점,전북 군산시 새만금북로 271,소룡동,오식도동,
9934,카페,단지커피,전북 군산시 산단남북로 169,소룡동,오식도동,
9933,한식,우리집곰탕,전북 군산시 분멀안길 33,소룡동,오식도동,063-461-5666
9931,카페,커피나무,전북 군산시 분멀안길 26-3,소룡동,오식도동,
9926,한식,기와집,전북 군산시 분멀3길 7,소룡동,오식도동,063-466-6807
9925,한식,호동이네맛집,전북 군산시 분멀3길 34,소룡동,오식도동,
9918,한식,디에스엘 식당,전북 군산시 무역로 155,소룡동,오식도동,
9912,한식,완산골전주콩나물국밥&피순대,전북 군산시 가도로 9,소룡동,오식도동,063-466-7123
9908,카페,쓰리엑스라지커피,전북 군산시 가도로 217,소룡동,오식도동,
9907,치킨,멕시카나치킨 오식도점,전북 군산시 가도로 217,소룡동,오식도동,063-464-5596
9906,음식점,진시황,전북 군산시 가도로 215,소룡동,오식도동,063-466-7878
9905,한식,미도리부대찌개,전북 군산시 가도로 215,소룡동,오식도동,063-465-6633
9903,분식,미영이네,전북 군산시 가도로 21,소룡동,오식도동,
9901,한식,미미식당,전북 군산시 가도로 209,소룡동,오식도동,063-471-8370
9900,카페,더리터오식도점,전북 군산시 가도로 207,소룡동,오식도동,063-463-7111
9896,치킨,진포투옛날통닭,전북 군산시 가도로 203,소룡동,오식도동,063-463-2737
9895,한식,성가네순대,전북 군산시 가도로 203,소룡동,오식도동,063-471-9990
9894,한식,고향화로갈비,전북 군산시 가도로 203,소룡동,오식도동,063-464-2200
9893,한식,샘골전주식당,전북 군산시 가도로 198,소룡동,오식도동,
9891,치킨,비에이치씨(BHC) 새만금점,전북 군산시 가도로 194,소룡동,오식도동,
9890,한식,영희네 왕족발보쌈,전북 군산시 가도로 194,소룡동,오식도동,063-464-9533
9886,카페,풀꽃점뭔,전북 군산시 가도로 19,소룡동,오식도동,063-468-1957
9884,일식,한양돈가스,전북 군산시 가도로 189,소룡동,오식도동,
9881,치킨,바보스 오식도점,전북 군산시 가도로 181,소룡동,오식도동,063-466-2476
9879,분식,원조김밥천국 (오식도점),전북 군산시 가도로 175,소룡동,오식도동,063-464-3900
9878,음식점,디에이치푸드 밥먹고하자,전북 군산시 가도로 172,소룡동,오식도동,
9877,한식,청담,전북 군산시 가도로 171,소룡동,오식도동,063-465-8007
9874,한식,바다뜰한식마을,전북 군산시 가도로 14,소룡동,오식도동,063-471-7022
9872,중식,새만금중화요리,전북 군산시 가도로 11,소룡동,오식도동,063-461-0945
9870,한식,군산해장국,전북 군산시 가도2길 27-8,소룡동,오식도동,063-465-6262
9868,양식,라온제나,전북 군산시 오룡로 23,삼학동,오룡동,063-468-1692
9867,도시락,한솥서해대앞점,전북 군산시 오룡로 22,삼학동,오룡동,063-465-4660
9866,술집,만취,전북 군산시 오룡로 17,삼학동,오룡동,063-446-5702
9859,음식점,미항,전북 군산시 대학로 7-7,중앙동,영화동,063-445-1357
9856,한식,송강식당,전북 군산시 구영4길 56,중앙동,영화동,063-445-0255
9853,한식,불타는 구공탄,전북 군산시 구영4길 32-6,중앙동,영화동,063-446-9098
9852,카페,하늘마루,전북 군산시 구영4길 39,중앙동,영화동,063-452-7871
9851,카페,만나리다방,전북 군산시 구영4길 46-2,중앙동,영화동,063-445-5265
9850,한식,생고기뒷고기,전북 군산시 동령길 49-8,중앙동,영화동,063-445-9289
9848,한식,원풍로스,전북 군산시 동령길 49-10,중앙동,영화동,
9845,일식,유정초밥,전북 군산시 대학로 6-4,중앙동,영화동,063-445-9844
9844,카페,유미에스프레소,전북 군산시 대학로 6,중앙동,영화동,
9838,카페,벤치타임,전북 군산시 구영7길 133-6,중앙동,영화동,
9837,한식,미주옥,전북 군산시 구영7길 133-4,중앙동,영화동,063-442-5505
9836,한식,먹촌해장국,전북 군산시 구영7길 133-2,중앙동,영화동,063-442-5471
9835,한식,우리식당,전북 군산시 구영7길 118-3,중앙동,영화동,063-442-7866
9834,한식,생뚝,전북 군산시 구영7길 115,중앙동,영화동,063-442-4223
9833,한식,원조계순옥,전북 군산시 구영7길 111-1,중앙동,영화동,
9832,카페,카페 영화동,전북 군산시 구영7길 105-2,중앙동,영화동,
9828,술집,구이마루,전북 군산시 구영6길 131,중앙동,영화동,
9827,한식,이차돌 근대역사점,전북 군산시 구영6길 128,중앙동,영화동,063-445-0098
9826,한식,여수식당,전북 군산시 구영6길 127,중앙동,영화동,063-446-7766
9825,한식,맛있는우리지빱,전북 군산시 구영6길 126,중앙동,영화동,063-445-2626
9824,카페,틈,전북 군산시 구영6길 125-1,중앙동,영화동,
9823,중식,영화짜장면집,전북 군산시 구영6길 124,중앙동,영화동,
9822,중식,홍가마라탕,전북 군산시 구영6길 122,중앙동,영화동,
9821,카페,달그레잉,전북 군산시 구영6길 121,중앙동,영화동,
9818,양식,돈키호테,전북 군산시 구영6길 111-7,중앙동,영화동,
9817,술집,수복,전북 군산시 구영6길 111-7,중앙동,영화동,
9816,한식,곰식당,전북 군산시 구영6길 111-3,중앙동,영화동,
9813,음식점,보리밥&청국장,전북 군산시 구영6길 110,중앙동,영화동,063-446-6785
9812,카페,㈜다소니 영화동지점 진포나루,전북 군산시 구영6길 106,중앙동,영화동,
9811,한식,전주집,전북 군산시 구영6길 104-3,중앙동,영화동,063-442-4365
9809,치킨,영화통닭,전북 군산시 구영6길 104,중앙동,영화동,063-445-6274
9807,패스트푸드,럭키마케트,전북 군산시 구영6길 101-4,중앙동,영화동,
9806,한식,뽀빠이감자탕,전북 군산시 구영6길 101,중앙동,영화동,063-445-6604
9805,중식,국제반점,전북 군산시 구영6길 100,중앙동,영화동,063-445-3768
9804,카페,커피니 군산영화점,전북 군산시 구영5길 138,중앙동,영화동,
9802,분식,무한분식 (무한정분식),전북 군산시 구영5길 129,중앙동,영화동,
9800,양식,우노(uno),전북 군산시 구영5길 118-4,중앙동,영화동,
9799,한식,훈이네,전북 군산시 구영5길 118-1,중앙동,영화동,063-446-5666
9797,카페,악토버,전북 군산시 구영5길 117-3,중앙동,영화동,
9796,술집,해물포차,전북 군산시 구영5길 115,중앙동,영화동,063-451-9525
9795,한식,장터족발,전북 군산시 구영5길 114,중앙동,영화동,063-446-4637
9794,한식,진주집,전북 군산시 구영5길 110,중앙동,영화동,063-442-5965
9793,카페,양과점1925,전북 군산시 구영5길 105,중앙동,영화동,
9791,한식,명품소머리국밥,전북 군산시 구영5길 104-31,중앙동,영화동,063-463-8531
9788,한식,만나리식당,전북 군산시 구영4길 46-4,중앙동,영화동,063-446-7016
9787,중식,황해짬뽕집,전북 군산시 구영4길 44,중앙동,영화동,
9786,한식,국수와뚝비,전북 군산시 구영4길 44,중앙동,영화동,063-910-9292
9785,음식점,인생식당,전북 군산시 구영4길 43,중앙동,영화동,063-732-6065
9784,한식,놀부네집,전북 군산시 구영4길 38,중앙동,영화동,063-445-7212
9782,카페,삿갓다방,전북 군산시 구영4길 33,중앙동,영화동,
9781,한식,명궁칼국수,전북 군산시 구영4길 16-5,중앙동,영화동,063-446-6403
9778,한식,성환식당,전북 군산시 구영2길 46-4,중앙동,영화동,063-443-3668
9777,양식,쌍떼,전북 군산시 구영2길 45,중앙동,영화동,
9776,간식,오브(oh'be),전북 군산시 구영2길 43-6,중앙동,영화동,
9774,한식,엄마손식당,전북 군산시 구영2길 37-1,중앙동,영화동,
9771,한식,한주옥,전북 군산시 구영2길 31,중앙동,영화동,063-445-6139
9770,한식,청솔로스,전북 군산시 구영2길 30-7,중앙동,영화동,063-442-4621
9766,한식,진갈비,전북 군산시 구영1길 108-7,중앙동,영화동,063-446-7707
9765,한식,박가네,전북 군산시 구영1길 104,중앙동,영화동,063-446-5959
9743,아시아음식,포아이니,전북 군산시 영동로 30,중앙동,영동,
9742,카페,영동카페,전북 군산시 영동로 30,중앙동,영동,063-465-5808
9730,카페,소렐(Sorrel),전북 군산시 영동로 16-1,중앙동,영동,
9706,카페,앵두나무,전북 군산시 절골1길 4,해신동,신흥동,
9699,술집,장미마당,전북 군산시 신풍길 5,신풍동,신풍동,
9688,한식,현지식당,전북 군산시 백토로 7-1,신풍동,신풍동,063-463-1710
9685,간식,영국빵집,전북 군산시 대학로 144-1,신풍동,신풍동,063-466-3477
9679,중식,신풍원,전북 군산시 대학로 132,신풍동,신풍동,063-462-5031
9678,분식,장터분식,전북 군산시 대학로 131-1,신풍동,신풍동,063-468-8045
9673,치킨,굽네치킨(문화신풍점),전북 군산시 대학로 120-1,신풍동,신풍동,063-468-9482
9671,카페,커피콩콩,전북 군산시 우체통거리2길 44-1,월명동,신창동,
9670,일식,히노아지,전북 군산시 우체통거리2길 44-1,월명동,신창동,
9669,한식,순돌이곱창,전북 군산시 우체통거리2길 43-9,월명동,신창동,
9667,분식,장보고,전북 군산시 우체통거리2길 37,월명동,신창동,063-442-8649
9665,중식,영동반점,전북 군산시 우체통거리2길 29,월명동,신창동,063-443-5352
9664,음식점,일오삼식당(153),전북 군산시 우체통거리2길 29,월명동,신창동,063-910-6153
9663,분식,군산사오정,전북 군산시 우체통거리2길 28,월명동,신창동,063-445-0450
9661,일식,짱구왕돈까스,전북 군산시 우체통거리2길 28,월명동,신창동,063-446-0134
9660,양식,두둠칫,전북 군산시 우체통거리2길 19-1,월명동,신창동,
9659,한식,우체통찰보리칼국수,전북 군산시 우체통거리1길 6,월명동,신창동,
9658,아시아음식,스위트인디아,전북 군산시 우체통거리1길 14,월명동,신창동,063-445-8522
9651,한식,호연식당,전북 군산시 우체통거리2길 42,월명동,신창동,063-464-1451
9640,한식,실비돼지갈비,전북 군산시 구영7길 66-6,월명동,신창동,063-445-0918
9639,일식,오란다돈까스,전북 군산시 구영7길 60,월명동,신창동,
9638,아시아음식,메오메오,전북 군산시 구영7길 55,월명동,신창동,063-445-5005
9636,한식,군산구이나라,전북 군산시 구영7길 70,월명동,신창동,063-446-1010
9633,샤브샤브,감동샤브,전북 군산시 구영7길 64,월명동,신창동,063-732-7773
9632,한식,열선수애호박돼지국밥,전북 군산시 구영7길 64,월명동,신창동,063-445-1116
9631,한식,신생갈비,전북 군산시 구영7길 62,월명동,신창동,063-445-9888
9630,한식,명월갈비,전북 군산시 구영7길 59,월명동,신창동,063-445-8283
9629,술집,메카닉,전북 군산시 구영7길 56,월명동,신창동,063-910-9945
9628,카페,신민회,전북 군산시 구영7길 55,월명동,신창동,
9627,양식,별식당,전북 군산시 구영6길 72-1,월명동,신창동,
9626,한식,서진해물곱돌솥밥,전북 군산시 구영6길 72,월명동,신창동,063-442-2282
9625,한식,궁전갈치찜,전북 군산시 구영6길 71,월명동,신창동,
9621,한식,군산맛촌,전북 군산시 구영6길 62,월명동,신창동,063-446-8197
9618,술집,월명동 휘겔리,전북 군산시 구영5길 68,월명동,신창동,
9616,간식,1939 군산과자조합,전북 군산시 구영5길 68,월명동,신창동,
9614,한식,쟁족,전북 군산시 구영5길 67,월명동,신창동,063-445-5325
9613,한식,일력생선,전북 군산시 구영5길 66-8,월명동,신창동,063-445-6445
9612,카페,과일아쥬스해,전북 군산시 구영5길 65-12,월명동,신창동,
9611,일식,군산덮밥,전북 군산시 구영5길 57,월명동,신창동,
9608,한식,군산집,전북 군산시 구영3길 68,월명동,신창동,063-443-3310
9607,카페,8月의 크리스마스,전북 군산시 구영3길 67,월명동,신창동,063-443-3481
9606,한식,한일옥,전북 군산시 구영3길 63,월명동,신창동,063-446-5491
9605,술집,성원식당,전북 군산시 구영3길 59,월명동,신창동,063-446-9791
9600,간식,떡이조아,전북 군산시 구영3길 51,월명동,신창동,063-443-0066
9599,일식,요쿠야마치(군산점),전북 군산시 구영3길 49,월명동,신창동,
9598,한식,양푸니,전북 군산시 구영2길 6,월명동,신창동,063-443-2001
9597,카페,몽실,전북 군산시 구영2길 5,월명동,신창동,
9591,음식점,지푸락,전북 군산시 죽성로 57,중앙동,신영동,063-910-8088
9590,한식,김가네장어,전북 군산시 죽성로 55,중앙동,신영동,063-442-5058
9572,한식,항구식당,전북 군산시 동신영길 21-1,중앙동,신영동,063-446-5847
9565,카페,군산시니어클럽 웰빙카페,전북 군산시 신영3길 11,중앙동,신영동,063-732-6065
9562,식품판매,호남기름집,전북 군산시 신영2길 6,중앙동,신영동,
9558,한식,한끼면,전북 군산시 신영2길 3-1,중앙동,신영동,063-446-7128
9557,카페,봉's 커피,전북 군산시 신영2길 3-1,중앙동,신영동,
9551,한식,"내고향족발, 쫄면2호점",전북 군산시 신영2길 13-1,중앙동,신영동,063-462-3040
9537,카페,카페2F(Cafe 2F),전북 군산시 신금길 21,중앙동,신영동,063-442-0329
9536,한식,방자전,전북 군산시 신금길 21,중앙동,신영동,
9534,한식,찬희네홍어,전북 군산시 신금길 21,중앙동,신영동,
9527,퓨전요리,산양꾼,전북 군산시 신금길 18,중앙동,신영동,
9524,카페,꽃달다케이크&샌드위치,전북 군산시 신금길 18,중앙동,신영동,063-910-8480
9505,한식,시장족발분식,전북 군산시 신금길 18,중앙동,신영동,
9473,한식,평화족발빵,전북 군산시 신금길 18,중앙동,신영동,
9460,한식,강여사족발,전북 군산시 신금길 18,중앙동,신영동,
9448,카페,"음료수, 커피휴게실",전북 군산시 신금길 18,중앙동,신영동,
9446,술집,우초야,전북 군산시 신금길 18,중앙동,신영동,
9425,분식,서비스분식,전북 군산시 신금길 18,중앙동,신영동,
9423,한식,평화빵(족발),전북 군산시 신금길 18,중앙동,신영동,
9411,분식,소문난분식,전북 군산시 신금길 18,중앙동,신영동,
9407,중식,청년미각,전북 군산시 신금길 18,중앙동,신영동,063-445-6318
9392,간식,윤보리 핫도그,전북 군산시 신금길 18,중앙동,신영동,
9391,한식,멋찌개,전북 군산시 신금길 18,중앙동,신영동,
9387,분식,써비스분식,전북 군산시 신금길 18,중앙동,신영동,
9386,분식,콜라겐분식집,전북 군산시 신금길 18,중앙동,신영동,
9370,간식,또복이닭강정,전북 군산시 신금길 18,중앙동,신영동,
9369,식품판매,군산닭집,전북 군산시 신금길 18,중앙동,신영동,
9310,한식,경상도집,전북 군산시 신금길 14,중앙동,신영동,063-446-1577
9303,한식,개정식당,전북 군산시 동신영길 9,중앙동,신영동,063-446-4842
9275,기타,민들레상회,전북 군산시 동신영길 81,중앙동,신영동,
9261,한식,미정식당,전북 군산시 동신영길 56,중앙동,신영동,
9252,한식,우리식당,전북 군산시 동신영길 47-12,중앙동,신영동,
9240,간식,나드리떡집,전북 군산시 동신영길 33,중앙동,신영동,063-446-7100
9239,한식,회현집,전북 군산시 동신영길 19,중앙동,신영동,
9238,치킨,황가네,전북 군산시 동신영길 15,중앙동,신영동,
9237,한식,잠깐만집,전북 군산시 동신영길 15,중앙동,신영동,063-445-8820
9236,한식,엄마네손맛,전북 군산시 동신영길 15,중앙동,신영동,063-442-8957
9233,일식,새우랑소바랑,전북 군산시 구시장로 77,중앙동,신영동,
9231,한식,수연궁,전북 군산시 구시장로 74,중앙동,신영동,063-445-8155
9227,기타,민들레,전북 군산시 구시장로 70,중앙동,신영동,
9223,치킨,맥시칸치킨,전북 군산시 구시장로 66,중앙동,신영동,063-471-9919
9222,한식,만흥집,전북 군산시 구시장로 65,중앙동,신영동,063-446-6769
9218,중식,서원반점,전북 군산시 구시장로 63,중앙동,신영동,063-445-7718
9217,한식,똘이네식당,전북 군산시 구시장로 62,중앙동,신영동,063-443-1784
9214,한식,민속마당,전북 군산시 구시장로 59,중앙동,신영동,063-443-0889
9205,한식,팔팔삼계탕,전북 군산시 구시장로 53,중앙동,신영동,063-446-9488
9183,건강식품판매,홍삼건강원,전북 군산시 구시장로 32,중앙동,신영동,063-443-7007
