Column,id,legalName,category,RoadNameAddress,AdministrativeNeighborhood,LegalStatusNeighborhood,telephone
1058,9171,오성황제해물짬뽕,음식점업,전라북도 군산시 신촌남길 11,나운 3동,신관동,634645885
1059,9169,군산순두부,음식점업,전라북도 군산시 대학로 670,나운 3동,신관동,
1060,9167,군산한우촌,음식점업,전라북도 군산시 대학로 649,나운 3동,신관동,634656969
1061,9163,대박해물칼국수,음식점업,전라북도 군산시 대학로 645,나운 3동,신관동,
1062,9128,1박2일,음식점업,전라북도 군산시 하포로 29,수송동,수송동,
1063,9127,형제반점,음식점업,전라북도 군산시 축동안길69,수송동,수송동,634635456
1064,9125,신전떡볶이,음식점업,전라북도 군산시 축동안길41. 110동107호,수송동,수송동,634683376
1065,9124,김밥명가,음식점업,전라북도 군산시 축동안길40,수송동,수송동,634655088
1066,9122,장어만,음식점업,전라북도 군산시 축동안길 67,수송동,수송동,
1067,9119,유캔두잇 수송점,음식점업,전라북도 군산시 축동안길 62,수송동,수송동,
1068,9118,돈카츠마?R 전북군산점,음식점업,전라북도 군산시 축동안길 62,수송동,수송동,
1069,9117,태리로제떡볶이,음식점업,전라북도 군산시 축동안길 62,수송동,수송동,
1070,9114,엉터리생고기두번째이야기,음식점업,전라북도 군산시 축동안길 60,수송동,수송동,634625594
1071,9113,오랑게,음식점업,전라북도 군산시 축동안길 60,수송동,수송동,634611006
1072,9112,청풍,음식점업,전라북도 군산시 축동안길 59-1,수송동,수송동,
1073,9111,음식나라,음식점업,전라북도 군산시 축동안길 57,수송동,수송동,634673872
1074,9110,마루벌돌구이 군산점,음식점업,전라북도 군산시 축동안길 56,수송동,수송동,634439233
1075,9108,이삭분식,음식점업,전라북도 군산시 축동안길 55,수송동,수송동,
1076,9106,더정겨운,음식점업,전라북도 군산시 축동안길 5-28,수송동,수송동,
1077,9103,위치커피수송2호점,음식점업,전라북도 군산시 축동안길 51. 109동 111호,수송동,수송동,
1078,9102,김밥이야기 수송점,음식점업,전라북도 군산시 축동안길 51,수송동,수송동,634688802
1079,9100,라이크푸드,음식점업,전라북도 군산시 축동안길 51,수송동,수송동,634621777
1080,9098,공룡치킨수송가족지점,음식점업,전라북도 군산시 축동안길 51,수송동,수송동,634718880
1081,9097,지코바수송점,음식점업,전라북도 군산시 축동안길 51,수송동,수송동,
1082,9093,동네가맥,음식점업,전라북도 군산시 축동안길 44,수송동,수송동,634653393
1083,9092,이삭토스트 수송점,음식점업,전라북도 군산시 축동안길 44,수송동,수송동,634511230
1084,9089,두찜 수송점,음식점업,전라북도 군산시 축동안길 42-1,수송동,수송동,634658555
1085,9088,변사또,음식점업,전라북도 군산시 축동안길 41),수송동,수송동,634672008
1086,9082,투다리 수송제일점,음식점업,전라북도 군산시 축동안길 41,수송동,수송동,634718222
1087,9081,비에이치씨 수송롯데점,음식점업,전라북도 군산시 축동안길 41,수송동,수송동,634679966
1088,9079,한갈비,음식점업,전라북도 군산시 축동안길 40,수송동,수송동,634632300
1089,9078,홍윤베이커리,음식점업,전라북도 군산시 축동안길 40,수송동,수송동,634610445
1090,9071,머슴숯불갈비,음식점업,전라북도 군산시 축동안길 30,수송동,수송동,
1091,9070,원조머슴감자탕,음식점업,전라북도 군산시 축동안길 30,수송동,수송동,634672269
1092,9068,장어랑흑돼지,음식점업,전라북도 군산시 축동안길 28,수송동,수송동,634665656
1093,9067,오즈,음식점업,전라북도 군산시 축동안3길 8,수송동,수송동,
1094,9066,남원용담골추어탕,음식점업,전라북도 군산시 축동안3길 8 ,수송동,수송동,634677952
1095,9064,피자비토랩군산점,음식점업,전라북도 군산시 축동안3길 34-2,수송동,수송동,
1096,9061,커피베이수송제일점,음식점업,전라북도 군산시 축동안3길 34-2,수송동,수송동,
1097,9060,곱떡치떡&찜꽁찜닭,음식점업,전라북도 군산시 축동안3길 34-2,수송동,수송동,
1098,9058,도마(수송점),음식점업,전라북도 군산시 축동안3길 34-1,수송동,수송동,634710023
1099,9057,하루초밥,음식점업,전라북도 군산시 축동안3길 34-1,수송동,수송동,
1100,9056,훌랄라바베큐치킨,음식점업,전라북도 군산시 축동안3길 34-1,수송동,수송동,634619282
1101,9055,쥬씨군산수송점,음식점업,전라북도 군산시 축동안3길 34-1,수송동,수송동,634648876
1102,9052,김충기꽃삼겹,음식점업,전라북도 군산시 축동안3길 30,수송동,수송동,634653936
1103,9047,꺼구리시장통닭,음식점업,전라북도 군산시 축동안3길 3,수송동,수송동,634679282
1104,9046,군산카레시장통닭,음식점업,전라북도 군산시 축동안3길 3,수송동,수송동,634679282
1105,9045,깡패족발(군산수송점),음식점업,전라북도 군산시 축동안3길 3,수송동,수송동,
1106,9042,세상갈비,음식점업,전라북도 군산시 축동안3길 3,수송동,수송동,
1107,9024,로즈가든,음식점업,전라북도 군산시 축동안3길 20,수송동,수송동,634689123
1108,9020,영철푸드,음식점업,전라북도 군산시 축동안2길 43-2,수송동,수송동,
1109,9019,생선굽는 남자,음식점업,전라북도 군산시 축동안2길 43-2,수송동,수송동,
1110,9018,군산불냉면&연탄고기,음식점업,전라북도 군산시 축동안2길 43,수송동,수송동,634648882
1111,9017,옥이네,음식점업,전라북도 군산시 축동안2길 43,수송동,수송동,634525080
1112,9016,제일식당,음식점업,전라북도 군산시 축동안2길 37,수송동,수송동,634669484
1113,9015,나이스커피,음식점업,전라북도 군산시 축동안2길 35,수송동,수송동,634655252
1114,9013,소담순대,음식점업,전라북도 군산시 축동로98-3,수송동,수송동,634679091
1115,9012,밥,음식점업,전라북도 군산시 축동로7,수송동,수송동,634615461
1116,9011,커피콩 커피콩,음식점업,전라북도 군산시 축동로47 ,수송동,수송동,634630018
1117,9009,에이비씨(수송오투점),음식점업,전라북도 군산시 축동로43,수송동,수송동,
1118,9005,마태,음식점업,전라북도 군산시 축동로29,수송동,수송동,634646200
1119,9001,군산돈삼겹,음식점업,전라북도 군산시 축동로 98-2,수송동,수송동,634653860
1120,8997,생생오리,음식점업,전라북도 군산시 축동로 9,수송동,수송동,634617278
1121,8994,굽네치킨수송미장점,음식점업,전라북도 군산시 축동로 7,수송동,수송동,634669294
1122,8993,순살만 공격,음식점업,전라북도 군산시 축동로 6,수송동,수송동,
1123,8991,멕시칸치킨동신체인점,음식점업,전라북도 군산시 축동로 6,수송동,수송동,634617358
1124,8986,뚜레쥬르수송오투점,음식점업,전라북도 군산시 축동로 49,수송동,수송동,634627889
1125,8985,봉구스밥버거수송점,음식점업,전라북도 군산시 축동로 49,수송동,수송동,634680954
1126,8981,59쌀피자,음식점업,전라북도 군산시 축동로 46,수송동,수송동,634715968
1127,8968,노랑통닭수송점,음식점업,전라북도 군산시 축동로 39,수송동,수송동,
1128,8966,낭만맥주,음식점업,전라북도 군산시 축동로 39,수송동,수송동,634717575
1129,8965,33떡볶이 군산2호점,음식점업,전라북도 군산시 축동로 37-1,수송동,수송동,
1130,8964,단술,음식점업,전라북도 군산시 축동로 37-1,수송동,수송동,
1131,8961,얌샘김밥 군산수송점,음식점업,전라북도 군산시 축동로 37,수송동,수송동,
1132,8960,대장금,음식점업,전라북도 군산시 축동로 35,수송동,수송동,634676200
1133,8955,피자써클 군산수송점,음식점업,전라북도 군산시 축동로 33,수송동,수송동,
1134,8944,동명카츠수송점,음식점업,전라북도 군산시 축동로 31,수송동,수송동,
1135,8941,팝콘,음식점업,전라북도 군산시 축동로 25,수송동,수송동,
1136,8937,단아한푸드,음식점업,전라북도 군산시 축동로 21,수송동,수송동,
1137,8934,달달한홍's 쿠키,음식점업,전라북도 군산시 축동로 19,수송동,수송동,634678804
1138,8929,태성반점,음식점업,전라북도 군산시 축동로 112,수송동,수송동,
1139,8916,더벤티 수송제일점,음식점업,전라북도 군산시 축동2길 40-6,수송동,수송동,
1140,8911,호두당(군산수송점),음식점업,전라북도 군산시 축동2길 40-2,수송동,수송동,
1141,8906,저스트커피로스터즈,음식점업,전라북도 군산시 축동2길 40-2,수송동,수송동,634672449
1142,8905,아리랑수제핫도그,음식점업,전라북도 군산시 축동2길 40-2,수송동,수송동,634630083
1143,8902,접시꽃보쌈황제해물문어보쌈(군산수송점),음식점업,전라북도 군산시 축동2길 39-4,수송동,수송동,634675711
1144,8901,파스쿠찌 군산수송점,음식점업,전라북도 군산시 축동2길 39-4,수송동,수송동,634669898
1145,8898,헤이제이,음식점업,전라북도 군산시 축동2길 39-3,수송동,수송동,
1146,8897,피제이피자 군산점,음식점업,전라북도 군산시 축동2길 39-3,수송동,수송동,634680202
1147,8894,카페반짝반짝빛나는,음식점업,전라북도 군산시 축동2길 31,수송동,수송동,
1148,8893,쉐프의부대찌개,음식점업,전라북도 군산시 축동2길 12-1 ,수송동,수송동,634658989
1149,8887,해물천하,음식점업,전라북도 군산시 축동1길 6-3,수송동,수송동,
1150,8886,제주미풍해장국,음식점업,전라북도 군산시 축동1길 6-3,수송동,수송동,634621300
1151,8884,서천프린스,음식점업,전라북도 군산시 진포안3길 8,수송동,수송동,
1152,8883,황금족발,음식점업,전라북도 군산시 진포안3길 8,수송동,수송동,634680117
1153,8880,낭만짬뽕,음식점업,전라북도 군산시 진포안2길 23,수송동,수송동,634660797
1154,8864,마마아쁘,음식점업,전라북도 군산시 진포2길 8,수송동,수송동,
1155,8862,양푼갈비스토리 수송점,음식점업,전라북도 군산시 진포2길 8,수송동,수송동,634658886
1156,8861,토마토주유소,음식점업,전라북도 군산시 진포2길 8,수송동,수송동,
1157,8858,육사심,음식점업,전라북도 군산시 진포2길 39,수송동,수송동,
1158,8852,커피마을아몬드아저씨,음식점업,전라북도 군산시 진포1길 46,수송동,수송동,634639969
1159,8849,참꼬마김밥&분식,음식점업,전라북도 군산시 진포1길 10,수송동,수송동,634614436
1160,8847,와플반트,음식점업,전라북도 군산시 진포1길 1,수송동,수송동,634653225
1161,8846,라떼떼,음식점업,전라북도 군산시 지곡동신길 6,수송동,수송동,634658228
1162,8844,휴,음식점업,전라북도 군산시 지곡동신길 20,수송동,수송동,
1163,8836,설빙 군산수송점,음식점업,전라북도 군산시 월명로268,수송동,수송동,634710980
1164,8827,푸드팩토리,음식점업,전라북도 군산시 월명로 307,수송동,수송동,
1165,8824,처갓집양념치킨,음식점업,전라북도 군산시 월명로 305,수송동,수송동,634667666
1166,8817,새우에반한족발,음식점업,전라북도 군산시 월명로 298,수송동,수송동,634650303
1167,8815,빵굽는마을,음식점업,전라북도 군산시 월명로 298,수송동,수송동,634630649
1168,8802,수원성,음식점업,전라북도 군산시 월명로 281,수송동,수송동,634530002
1169,8794,탐앤탐스커피,음식점업,전라북도 군산시 월명로 277,수송동,수송동,634633003
1170,8755,뮤즈,음식점업,전라북도 군산시 월명로 265,수송동,수송동,634659000
1171,8745,국수나무,음식점업,전라북도 군산시 월명로 260,수송동,수송동,634689060
1172,8744,카페 디레마 수송점,음식점업,전라북도 군산시 월명로 260,수송동,수송동,
1173,8741,떡향,음식점업,전라북도 군산시 월명로 255,수송동,수송동,634618844
1174,8736,조선화로집 군산수송점,음식점업,전라북도 군산시 월명로 255),수송동,수송동,
1175,8733,이바돔감자탕 군산수송점,음식점업,전라북도 군산시 월명로 255 ,수송동,수송동,634685959
1176,8728,레드애플 군산수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,
1177,8727,아메리칸트레일러 수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,
1178,8726,크라상점 수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,
1179,8725,프랭크버거 군산수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,634668892
1180,8724,뉴리터 수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,634650129
1181,8723,오유미당 수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,634655620
1182,8722,파리바게뜨수송점,음식점업,전라북도 군산시 월명로 254 ,수송동,수송동,634522270
1183,8721,레인보우마카롱,음식점업,전라북도 군산시 월명로 254 ,수송동,수송동,634669330
1184,8720,라라코스트수송점,음식점업,전라북도 군산시 월명로 254 ,수송동,수송동,634663230
1185,8715,공차 군산수송점,음식점업,전라북도 군산시 월명로 254,수송동,수송동,634627200
1186,8714,더파티스타,음식점업,전라북도 군산시 월명로 254,수송동,수송동,634645579
1187,8703,양누리,음식점업,전라북도 군산시 월명로 249,수송동,수송동,634644450
1188,8690,홍루이젠 군산수송점,음식점업,전라북도 군산시 월명로 245,수송동,수송동,
1189,8689,본죽앤드비빔밥,음식점업,전라북도 군산시 월명로 245,수송동,수송동,
1190,8683,메가엠지씨커피 군산수송중앙점,음식점업,전라북도 군산시 월명로 244,수송동,수송동,
1191,8682,와플대학군산수송캠퍼스,음식점업,전라북도 군산시 월명로 244,수송동,수송동,634651357
1192,8681,참호도과자(수송점),음식점업,전라북도 군산시 월명로 244,수송동,수송동,634646693
1193,8677,원할머니보쌈(수송점),음식점업,전라북도 군산시 월명로 241,수송동,수송동,
1194,8669,한오백년 추어탕,음식점업,전라북도 군산시 월명로 233,수송동,수송동,634522334
1195,8663,귀빈성,음식점업,전라북도 군산시 월명로 218,수송동,수송동,634524011
1196,8662,연어이야기,음식점업,전라북도 군산시 월명로 218,수송동,수송동,634675587
1197,8661,cafe on.on,음식점업,전라북도 군산시 월명로 216),수송동,수송동,634638060
1198,8659,서가앤쿡(수송점),음식점업,전라북도 군산시 월명로 216,수송동,수송동,634679948
1199,8657,79파운야드군산수송점,음식점업,전라북도 군산시 월명로 216,수송동,수송동,
1200,8653,마피아 떡볶이 군산점,음식점업,전라북도 군산시 월명로 215,수송동,수송동,
1201,8651,비비큐수송점,음식점업,전라북도 군산시 월명로 215,수송동,수송동,
1202,8650,본도시락,음식점업,전라북도 군산시 월명로 215,수송동,수송동,634714283
1203,8648,미제리 베이커리,음식점업,전라북도 군산시 월명로 213,수송동,수송동,
1204,8642,상무초밥군산점,음식점업,전라북도 군산시 월명로 201,수송동,수송동,634659004
1205,8640,수송동 커피,음식점업,전라북도 군산시 월명로 199,수송동,수송동,
1206,8628,쿠우쿠우군산점,음식점업,전라북도 군산시 월명로 180,수송동,수송동,634651515
1207,8608,카페프렌즈,음식점업,전라북도 군산시 월명로 145,수송동,수송동,
1208,8595,어시장수산,음식점업,전라북도 군산시 신평길 20,수송동,수송동,634718844
1209,8594,어시장 활어회직거래 판매장,음식점업,전라북도 군산시 신평길 20,수송동,수송동,634718844
1210,8593,화요옥(군산수송점)국선생,음식점업,전라북도 군산시 신평길 18,수송동,수송동,634719190
1211,8591,서울소바,음식점업,전라북도 군산시 수송안길7,수송동,수송동,634611316
1212,8590,군산커피가게,음식점업,전라북도 군산시 수송안길15,수송동,수송동,
1213,8584,부엉이 돈가스 수송점,음식점업,전라북도 군산시 수송안길 35 ,수송동,수송동,634659596
1214,8583,다빈회관,음식점업,전라북도 군산시 수송안길 25,수송동,수송동,634710045
1215,8581,소?? 군산수송점,음식점업,전라북도 군산시 수송안길 23,수송동,수송동,
1216,8580,하누떡갈비,음식점업,전라북도 군산시 수송안길 21,수송동,수송동,634623337
1217,8579,프랭크커핀바군산점,음식점업,전라북도 군산시 수송안길 21,수송동,수송동,
1218,8578,장항할머니백숙,음식점업,전라북도 군산시 수송안길 21,수송동,수송동,
1219,8577,허그갈릭,음식점업,전라북도 군산시 수송안길 21,수송동,수송동,634613302
1220,8570,돈까스가게,음식점업,전라북도 군산시 수송안9길 23,수송동,수송동,639101545
1221,8569,응급실국물떡볶이군산미장수송점,음식점업,전라북도 군산시 수송안9길 23,수송동,수송동,
1222,8568,대박삼겹김치찜&초대박등갈비김치찜,음식점업,전라북도 군산시 수송안9길 22,수송동,수송동,
1223,8566,시스터즈카페,음식점업,전라북도 군산시 수송안9길 18,수송동,수송동,634663246
1224,8563,피자의 생명은 치즈다,음식점업,전라북도 군산시 수송안9길 16,수송동,수송동,634681377
1225,8560,카페긱,음식점업,전라북도 군산시 수송안9길 11,수송동,수송동,634516165
1226,8556,카페티투스,음식점업,전라북도 군산시 수송안8길 6,수송동,수송동,
1227,8555,신풍참숯양꼬치,음식점업,전라북도 군산시 수송안8길 21,수송동,수송동,637321649
1228,8553,곤지암할매소머리국밥,음식점업,전라북도 군산시 수송안8길 19,수송동,수송동,634518881
1229,8552,신날개,음식점업,전라북도 군산시 수송안8길 18,수송동,수송동,634685666
1230,8551,살라타,음식점업,전라북도 군산시 수송안8길 18,수송동,수송동,
1231,8550,주안상,음식점업,전라북도 군산시 수송안8길 16,수송동,수송동,634644200
1232,8549,베이징,음식점업,전라북도 군산시 수송안8길 11,수송동,수송동,634653633
1233,8548,청담회집,음식점업,전라북도 군산시 수송안7길36,수송동,수송동,634617337
1234,8547,놀부네집수송점,음식점업,전라북도 군산시 수송안7길24,수송동,수송동,634657212
1235,8545,고소미 분식&도시락,음식점업,전라북도 군산시 수송안7길 40,수송동,수송동,
1236,8543,백소정 군산수송점,음식점업,전라북도 군산시 수송안7길 39,수송동,수송동,
1237,8542,삼백집(수송점),음식점업,전라북도 군산시 수송안7길 39,수송동,수송동,634439300
1238,8541,바베츄,음식점업,전라북도 군산시 수송안7길 38,수송동,수송동,
1239,8540,영희네팥칼국수수송점,음식점업,전라북도 군산시 수송안7길 37,수송동,수송동,634669900
1240,8539,청담회집2호점,음식점업,전라북도 군산시 수송안7길 35,수송동,수송동,
1241,8538,짬뽕공장군산점,음식점업,전라북도 군산시 수송안7길 35,수송동,수송동,634652377
1242,8536,황제양푼갈비,음식점업,전라북도 군산시 수송안7길 33-1,수송동,수송동,
1243,8535,"여기,술집",음식점업,전라북도 군산시 수송안7길 31-1,수송동,수송동,
1244,8534,강식당,음식점업,전라북도 군산시 수송안7길 31,수송동,수송동,634680060
1245,8533,스시맨,음식점업,전라북도 군산시 수송안7길 31,수송동,수송동,
1246,8532,카페비 Cafe B,음식점업,전라북도 군산시 수송안7길 30,수송동,수송동,
1247,8529,산전수전,음식점업,전라북도 군산시 수송안7길 26,수송동,수송동,634687789
1248,8521,바른초밥,음식점업,전라북도 군산시 수송안5길 9,수송동,수송동,634711919
1249,8519,최동민양푼갈비,음식점업,전라북도 군산시 수송안5길 4,수송동,수송동,634648545
1250,8518,투다리수송2호점,음식점업,전라북도 군산시 수송안5길 3,수송동,수송동,634679895
1251,8517,후르츠커피(Fruit Coffee),음식점업,전라북도 군산시 수송안5길 11,수송동,수송동,
1252,8516,맘스쿡,음식점업,전라북도 군산시 수송안5길 11,수송동,수송동,
1253,8514,찜하우스,음식점업,전라북도 군산시 수송안5길 1,수송동,수송동,634667870
1254,8513,준스시,음식점업,전라북도 군산시 수송안4길 6,수송동,수송동,634642223
1255,8512,포엠커피(4M COFFEE),음식점업,전라북도 군산시 수송안4길 6,수송동,수송동,
1256,8509,불향낙지,음식점업,전라북도 군산시 수송안4길 16,수송동,수송동,634617667
1257,8506,동백상사,음식점업,전라북도 군산시 수송안3길 3-9,수송동,수송동,
1258,8505,아제스시,음식점업,전라북도 군산시 수송안3길 3-7,수송동,수송동,
1259,8504,미스터코다리,음식점업,전라북도 군산시 수송안3길 18,수송동,수송동,634671880
1260,8502,마마디,음식점업,전라북도 군산시 수송안3길 12-1,수송동,수송동,
1261,8501,화우,음식점업,전라북도 군산시 수송안3길 12,수송동,수송동,
1262,8500,미원통닭,음식점업,전라북도 군산시 수송안3길 10,수송동,수송동,634610008
1263,8498,불타는구공탄,음식점업,전라북도 군산시 수송안2길 6,수송동,수송동,
1264,8497,평양면옥,음식점업,전라북도 군산시 수송안2길 5,수송동,수송동,
1265,8496,일품양꼬치,음식점업,전라북도 군산시 수송안2길 4,수송동,수송동,634679955
1266,8495,짚터볏짚삼겹살수송점,음식점업,전라북도 군산시 수송안2길 16,수송동,수송동,
1267,8494,봄날,음식점업,전라북도 군산시 수송안2길 12,수송동,수송동,
1268,8492,신의한쭈 쭈꾸미전문점,음식점업,전라북도 군산시 수송안1길 7-8,수송동,수송동,
1269,8490,스칼렛아워,음식점업,전라북도 군산시 수송안1길 7-7,수송동,수송동,
1270,8487,카페인,음식점업,전라북도 군산시 수송안1길 7-4,수송동,수송동,
1271,8486,양푼갈비스토리,음식점업,전라북도 군산시 수송안1길 7-4 ,수송동,수송동,634664568
1272,8484,빠끄커피,음식점업,전라북도 군산시 수송안1길 20,수송동,수송동,
1273,8483,겟커피(GET COFFEE),음식점업,전라북도 군산시 수송안1길 18,수송동,수송동,
1274,8481,아카시아,음식점업,전라북도 군산시 수송안1길 17-8,수송동,수송동,634662256
1275,8478,형제갈치,음식점업,전라북도 군산시 수송안1길 17,수송동,수송동,634645233
1276,8472,다온,음식점업,전라북도 군산시 수송안1길 12,수송동,수송동,634650668
1277,8471,소뇨(sogno),음식점업,전라북도 군산시 수송안11길 9,수송동,수송동,
1278,8469,돈천지,음식점업,전라북도 군산시 수송안11길 6,수송동,수송동,
1279,8468,오늘통닭,음식점업,전라북도 군산시 수송안11길 28,수송동,수송동,634621977
1280,8467,디어마이,음식점업,전라북도 군산시 수송안11길 27,수송동,수송동,634682542
1281,8466,"참, 아름다운",음식점업,전라북도 군산시 수송안11길 26,수송동,수송동,
1282,8465,마실,음식점업,전라북도 군산시 수송안11길 25-1,수송동,수송동,
1283,8464,우정명태,음식점업,전라북도 군산시 수송안11길 25-1,수송동,수송동,634642490
1284,8463,일번지K양푼갈비,음식점업,전라북도 군산시 수송안11길 25-1,수송동,수송동,634651925
1285,8462,동서네낙지 수송점,음식점업,전라북도 군산시 수송안11길 23,수송동,수송동,634662080
1286,8460,명태어장 군산수송점,음식점업,전라북도 군산시 수송안11길 19,수송동,수송동,634647700
1287,8459,마랄유혹,음식점업,전라북도 군산시 수송안11길 18,수송동,수송동,634662873
1288,8458,진짜진짜양푼갈비,음식점업,전라북도 군산시 수송안11길 15,수송동,수송동,634715888
1289,8454,카페치이즈,음식점업,전라북도 군산시 수송안11길 10,수송동,수송동,634635252
1290,8450,개미참치,음식점업,전라북도 군산시 수송안10길 5,수송동,수송동,638432266
1291,8449,감성한잔,음식점업,전라북도 군산시 수송안10길 39,수송동,수송동,
1292,8447,화려,음식점업,전라북도 군산시 수송안10길 33,수송동,수송동,
1293,8442,해피치즈스마일군산점,음식점업,전라북도 군산시 수송안10길 21,수송동,수송동,
1294,8434,꽃순정,음식점업,전라북도 군산시 수송안10길 11,수송동,수송동,
1295,8433,치킨의 민족(군산점),음식점업,전라북도 군산시 수송안 9길 5,수송동,수송동,634650626
1296,8429,스시사야,음식점업,전라북도 군산시 수송안 8길 20,수송동,수송동,634644474
1297,8427,할리스커피군산시수송점,음식점업,전라북도 군산시 수송북로22,수송동,수송동,634679500
1298,8426,에비뉴,음식점업,전라북도 군산시 수송북로 7,수송동,수송동,
1299,8414,이차돌군산수송점,음식점업,전라북도 군산시 수송북로 34,수송동,수송동,
1300,8412,보배반점 군산수송점,음식점업,전라북도 군산시 수송북로 3,수송동,수송동,
1301,8411,신이해물포차,음식점업,전라북도 군산시 수송북로 3,수송동,수송동,
1302,8410,더칸,음식점업,전라북도 군산시 수송북로 3 ,수송동,수송동,634678200
1303,8408,걸작떡볶이치킨수송점,음식점업,전라북도 군산시 수송북로 22,수송동,수송동,634623233
1304,8407,버거스캔들수송점,음식점업,전라북도 군산시 수송북로 22,수송동,수송동,634675233
1305,8399,24시전주명가콩나물국밥군산수송점,음식점업,전라북도 군산시 수송로 241,수송동,수송동,634632221
1306,8385,더벤티군산수송점,음식점업,전라북도 군산시 수송로 216,수송동,수송동,
1307,8381,탕화쿵푸마라탕,음식점업,전라북도 군산시 수송로 215,수송동,수송동,
1308,8380,연돈볼카츠군산수송점,음식점업,전라북도 군산시 수송로 215,수송동,수송동,
1309,8369,연안식당 수송점,음식점업,전라북도 군산시 수송로 213,수송동,수송동,634657776
1310,8364,하삼동커피 군산수송점,음식점업,전라북도 군산시 수송로 212,수송동,수송동,637310009
1311,8361,으뜸이야,음식점업,전라북도 군산시 수송로 211,수송동,수송동,634660032
1312,8360,7번가피자수송점,음식점업,전라북도 군산시 수송로 211,수송동,수송동,634678777
1313,8353,북촌손만두 군산시수송점,음식점업,전라북도 군산시 수송로 210,수송동,수송동,634640070
1314,8339,디저트 39 군산수송점,음식점업,전라북도 군산시 수송로 204,수송동,수송동,
1315,8336,김밥생각,음식점업,전라북도 군산시 수송로 203,수송동,수송동,
1316,8334,롤링파스타 군산수송점,음식점업,전라북도 군산시 수송로 202,수송동,수송동,
1317,8332,오늘도카페일리터군산점,음식점업,전라북도 군산시 수송로 202,수송동,수송동,
1318,8327,에그드랍군산수송점,음식점업,전라북도 군산시 수송로 200,수송동,수송동,634620205
1319,8324,카페인중독 수송점,음식점업,전라북도 군산시 수송로 199,수송동,수송동,634673888
1320,8321,김가네김밥,음식점업,전라북도 군산시 수송로 199,수송동,수송동,
1321,8309,커피면회소(수송점),음식점업,전라북도 군산시 수송로 192,수송동,수송동,
1322,8305,느림보제빵소,음식점업,전라북도 군산시 수송로 188,수송동,수송동,
1323,8287,카페리맨즈(군산수송점),음식점업,전라북도 군산시 수송로 174,수송동,수송동,634629571
1324,8286,이디야(수송점),음식점업,전라북도 군산시 수송로 174,수송동,수송동,634654594
1325,8285,와브(WABB),음식점업,전라북도 군산시 수송로 174,수송동,수송동,
1326,8281,쿤밍,음식점업,전라북도 군산시 수송로 163,수송동,수송동,634628800
1327,8280,쿤밍,음식점업,전라북도 군산시 수송로 163,수송동,수송동,634628800
1328,8277,메가엠지씨커피 수송오투점,음식점업,전라북도 군산시 수송로 136,수송동,수송동,634687776
1329,8275,마부마라탕,음식점업,전라북도 군산시 수송로 134,수송동,수송동,
1330,8272,목동의집,음식점업,전라북도 군산시 수송로 132,수송동,수송동,634656492
1331,8271,하이난 아일랜드,음식점업,전라북도 군산시 수송로 128,수송동,수송동,634520909
1332,8249,뚜레쥬르 군산수송공원점,음식점업,전라북도 군산시 수송동로 79,수송동,수송동,634430098
1333,8242,에이비씨커피(수송공원점),음식점업,전라북도 군산시 수송동로 75 ,수송동,수송동,634662681
1334,8239,감탄(수송점),음식점업,전라북도 군산시 수송동로 73,수송동,수송동,634671548
1335,8236,떡보의하루 수송점,음식점업,전라북도 군산시 수송동로 61,수송동,수송동,634610041
1336,8233,한상차림,음식점업,전라북도 군산시 수송동로 59,수송동,수송동,
1337,8228,읍천리382 군산수송점,음식점업,전라북도 군산시 수송동로 47,수송동,수송동,
1338,8219,브레드 샵,음식점업,전라북도 군산시 수송동로 37,수송동,수송동,
1339,8213,8월의크리스마스,음식점업,전라북도 군산시 수송동로 35,수송동,수송동,634666714
1340,8195,리얼타임,음식점업,전라북도 군산시 수송동로 19,수송동,수송동,639101811
1341,8192,달콤분식,음식점업,전라북도 군산시 수송동로 18,수송동,수송동,634689779
1342,8187,샌디,음식점업,전라북도 군산시 수송동로 11),수송동,수송동,
1343,8184,후아후아브레드,음식점업,전라북도 군산시 수송동로 11,수송동,수송동,
1344,8180,바빈스커피군산수송점,음식점업,전라북도 군산시 수송동로 105,수송동,수송동,
1345,8170,청춘감성쌀핫도그,음식점업,전라북도 군산시 수송동로 100,수송동,수송동,634714743
1346,8160,파리바게뜨(리첼점),음식점업,전라북도 군산시 수송동로 100,수송동,수송동,634635005
1347,8156,황금바다,음식점업,전라북도 군산시 수송동 882-1,수송동,수송동,634658181
1348,8153,칠억조,음식점업,전라북도 군산시 수송동 872-2,수송동,수송동,634642004
1349,8148,피자스쿨,음식점업,전라북도 군산시 수송동 841,수송동,수송동,634664592
1350,8142,베스킨라빈스군산수송점,음식점업,전라북도 군산시 수송동 810-3,수송동,수송동,634530031
1351,8137,황태가맥사람들,음식점업,전라북도 군산시 수송동 444-7,수송동,수송동,634651093
1352,8128,포세이돈,음식점업,전라북도 군산시 수송남로12,수송동,수송동,634617171
1353,8126,카페 디데이,음식점업,전라북도 군산시 수송남로 8,수송동,수송동,
